a,b,c,d,e,f,g,h,i,j,k,l
9.217443799804337687e+03,7.806099419823902963e+02,2.540451187438855385e+01,3.456541424926626860e+00,2.168360949951084393e+01,1.097474912973585560e+03,4.147849709911952232e+02,1.355225593719427586e+08,1.022637285713536670e+01,2.224360949951080246e-01,1.152180474975542232e-03,5.420902374877709917e+02
9.249443799804337687e+03,7.863699419823904009e+02,2.570451187438854745e+01,3.468541424926626426e+00,2.184360949951084407e+01,1.110434912973585142e+03,4.162249709911951641e+02,1.365225593719427586e+08,1.034713533713536471e+01,2.472360949951078468e-01,1.156180474975542112e-03,5.460902374877711054e+02
9.281443799804337687e+03,7.921299419823903918e+02,2.600451187438854106e+01,3.480541424926626881e+00,2.200360949951084422e+01,1.123394912973585178e+03,4.176649709911952186e+02,1.375225593719427884e+08,1.046789781713536271e+01,2.279639050048914428e-01,1.160180474975542209e-03,5.500902374877711054e+02
9.313443799804337687e+03,7.978899419823903827e+02,2.630451187438855243e+01,3.492541424926626892e+00,2.216360949951084791e+01,1.136354912973585442e+03,4.191049709911952164e+02,1.385225593719427884e+08,1.058866029713536783e+01,2.031639050048916206e-01,1.164180474975542307e-03,5.540902374877711054e+02
9.345443799804339505e+03,8.036499419823906010e+02,2.660451187438856380e+01,3.504541424926626902e+00,2.232360949951084805e+01,1.149314912973585933e+03,4.205449709911952141e+02,1.395225593719428182e+08,1.070942277713537116e+01,1.783639050048917984e-01,1.168180474975542404e-03,5.580902374877712191e+02
9.377443799804335868e+03,8.094099419823903645e+02,2.690451187438854319e+01,3.516541424926626469e+00,2.248360949951084464e+01,1.162274912973585060e+03,4.219849709911951550e+02,1.405225593719427586e+08,1.083018525713536384e+01,1.535639050048919763e-01,1.172180474975542067e-03,5.620902374877711054e+02
9.409443799804335868e+03,8.151699419823903554e+02,2.720451187438855101e+01,3.528541424926626480e+00,2.264360949951084478e+01,1.175234912973585551e+03,4.234249709911951527e+02,1.415225593719427884e+08,1.095094773713536718e+01,1.712360949951078071e-01,1.176180474975542165e-03,5.660902374877711054e+02
9.441443799804337687e+03,8.209299419823904600e+02,2.750451187438854816e+01,3.540541424926626490e+00,2.280360949951084848e+01,1.188194912973585360e+03,4.248649709911951504e+02,1.425225593719427884e+08,1.107171021713536518e+01,1.960360949951085452e-01,1.180180474975542262e-03,5.700902374877712191e+02
9.473443799804337687e+03,8.266899419823905646e+02,2.780451187438855953e+01,3.552541424926626501e+00,2.296360949951084862e+01,1.201154912973585624e+03,4.263049709911952050e+02,1.435225593719427884e+08,1.119247269713536852e+01,2.208360949951083674e-01,1.184180474975542142e-03,5.740902374877712191e+02
9.505443799804337687e+03,8.324499419823903281e+02,2.810451187438855314e+01,3.564541424926626512e+00,2.312360949951084521e+01,1.214114912973585433e+03,4.277449709911951459e+02,1.445225593719427586e+08,1.131323517713536830e+01,2.456360949951081618e-01,1.188180474975542239e-03,5.780902374877711054e+02
9.537443799804337687e+03,8.382099419823903190e+02,2.840451187438855030e+01,3.576541424926626966e+00,2.328360949951084535e+01,1.227074912973585469e+03,4.291849709911952004e+02,1.455225593719427884e+08,1.143399765713536631e+01,2.295639050048920160e-01,1.192180474975542337e-03,5.820902374877711054e+02
9.569443799804337687e+03,8.439699419823905373e+02,2.870451187438854390e+01,3.588541424926626533e+00,2.344360949951084905e+01,1.240034912973585051e+03,4.306249709911951982e+02,1.465225593719427884e+08,1.155476013713536432e+01,2.047639050048913056e-01,1.196180474975542217e-03,5.860902374877712191e+02
9.601443799804337687e+03,8.497299419823905282e+02,2.900451187438855527e+01,3.600541424926626988e+00,2.360360949951084564e+01,1.252994912973585542e+03,4.320649709911951959e+02,1.475225593719427884e+08,1.167552261713536765e+01,1.799639050048914835e-01,1.200180474975542314e-03,5.900902374877712191e+02
9.633443799804335868e+03,8.554899419823902917e+02,2.930451187438854888e+01,3.612541424926626110e+00,2.376360949951084223e+01,1.265954912973585351e+03,4.335049709911951368e+02,1.485225593719427586e+08,1.179628509713536566e+01,1.551639050048925772e-01,1.204180474975541978e-03,5.940902374877711054e+02
9.665443799804335868e+03,8.612499419823903963e+02,2.960451187438854248e+01,3.624541424926626121e+00,2.392360949951084592e+01,1.278914912973585160e+03,4.349449709911951913e+02,1.495225593719427884e+08,1.191704757713536367e+01,1.696360949951081221e-01,1.208180474975542075e-03,5.980902374877711054e+02
9.697443799804337687e+03,8.670099419823905009e+02,2.990451187438855385e+01,3.636541424926626576e+00,2.408360949951084606e+01,1.291874912973585651e+03,4.363849709911951891e+02,1.505225593719427884e+08,1.203781005713536700e+01,1.944360949951079442e-01,1.212180474975542172e-03,6.020902374877712191e+02
9.729443799804337687e+03,8.727699419823904918e+02,3.020451187438855101e+01,3.648541424926626586e+00,2.424360949951084621e+01,1.304834912973585460e+03,4.378249709911951868e+02,1.515225593719427884e+08,1.215857253713536679e+01,2.192360949951086546e-01,1.216180474975542269e-03,6.060902374877712191e+02
7.275716740461630252e+03,6.548145066415466999e+02,2.273661481394259454e+01,2.728393777673111309e+00,1.818929185115407776e+01,9.822217599623201068e+02,3.274072533207733500e+02,1.136830740697129816e+08,9.152433305788154172e+00,1.818929185115407687e-01,9.094645925577038784e-04,4.547322962788518907e+02
7.307716740461630252e+03,6.605745066415468045e+02,2.303661481394259525e+01,2.740393777673111764e+00,1.834929185115407790e+01,9.951817599623200294e+02,3.288472533207734045e+02,1.146830740697129816e+08,9.273195785788153955e+00,1.826929185115407639e-01,1.033464592557703857e-03,4.587322962788519476e+02
7.339716740461631161e+03,6.663345066415467954e+02,2.333661481394259596e+01,2.752393777673111774e+00,1.850929185115407449e+01,1.008141759962320180e+03,3.302872533207734023e+02,1.156830740697129667e+08,9.393958265788155515e+00,1.834929185115407591e-01,1.157464592557703835e-03,4.627322962788518907e+02
7.371716740461630252e+03,6.720945066415467863e+02,2.363661481394259667e+01,2.764393777673111341e+00,1.866929185115407819e+01,1.021101759962320102e+03,3.317272533207733431e+02,1.166830740697129816e+08,9.514720745788155298e+00,1.842929185115407542e-01,1.218535407442296239e-03,4.667322962788519476e+02
7.403716740461630252e+03,6.778545066415467772e+02,2.393661481394259383e+01,2.776393777673111352e+00,1.882929185115407478e+01,1.034061759962320139e+03,3.331672533207733977e+02,1.176830740697129816e+08,9.635483225788155082e+00,1.850929185115407494e-01,1.094535407442296260e-03,4.707322962788518907e+02
7.435716740461631161e+03,6.836145066415467682e+02,2.423661481394259454e+01,2.788393777673111806e+00,1.898929185115407847e+01,1.047021759962320175e+03,3.346072533207733954e+02,1.186830740697129816e+08,9.756245705788153089e+00,1.858929185115407723e-01,9.705354074422962822e-04,4.747322962788519476e+02
7.467716740461631161e+03,6.893745066415467591e+02,2.453661481394259525e+01,2.800393777673111373e+00,1.914929185115407506e+01,1.059981759962320211e+03,3.360472533207733932e+02,1.196830740697129667e+08,9.877008185788154648e+00,1.866929185115407674e-01,8.465354074422960871e-04,4.787322962788518907e+02
7.499716740461630252e+03,6.951345066415467500e+02,2.483661481394259596e+01,2.812393777673111384e+00,1.930929185115407876e+01,1.072941759962320248e+03,3.374872533207733341e+02,1.206830740697129816e+08,9.997770665788154432e+00,1.874929185115407626e-01,7.774645925577040309e-04,4.827322962788519476e+02
7.531716740461630252e+03,7.008945066415467409e+02,2.513661481394259312e+01,2.824393777673111394e+00,1.946929185115407535e+01,1.085901759962320057e+03,3.389272533207733886e+02,1.216830740697129667e+08,1.011853314578815421e+01,1.882929185115407578e-01,9.014645925577036839e-04,4.867322962788518907e+02
7.563716740461630252e+03,7.066545066415467318e+02,2.543661481394259738e+01,2.836393777673111405e+00,1.962929185115407904e+01,1.098861759962320320e+03,3.403672533207733863e+02,1.226830740697129816e+08,1.023929562578815577e+01,1.890929185115407529e-01,1.025464592557703879e-03,4.907322962788518907e+02
7.595716740461631161e+03,7.124145066415467227e+02,2.573661481394259454e+01,2.848393777673111416e+00,1.978929185115407563e+01,1.111821759962320129e+03,3.418072533207733841e+02,1.236830740697129667e+08,1.036005810578815556e+01,1.898929185115407758e-01,1.149464592557703857e-03,4.947322962788518907e+02
7.627716740461630252e+03,7.181745066415467136e+02,2.603661481394259525e+01,2.860393777673111426e+00,1.994929185115407577e+01,1.124781759962320166e+03,3.432472533207733250e+02,1.246830740697129816e+08,1.048082058578815534e+01,1.906929185115407432e-01,1.226535407442296433e-03,4.987322962788518907e+02
7.659716740461630252e+03,7.239345066415467045e+02,2.633661481394259596e+01,2.872393777673111437e+00,2.010929185115407591e+01,1.137741759962319975e+03,3.446872533207733795e+02,1.256830740697129667e+08,1.060158306578815512e+01,1.914929185115407662e-01,1.102535407442296455e-03,5.027322962788518907e+02
7.691716740461630252e+03,7.296945066415466954e+02,2.663661481394259667e+01,2.884393777673111448e+00,2.026929185115407606e+01,1.150701759962320239e+03,3.461272533207733773e+02,1.266830740697129816e+08,1.072234554578815491e+01,1.922929185115407613e-01,9.785354074422960430e-04,5.067322962788518907e+02
7.723716740461631161e+03,7.354545066415466863e+02,2.693661481394259738e+01,2.896393777673111458e+00,2.042929185115407620e+01,1.163661759962320048e+03,3.475672533207733750e+02,1.276830740697129667e+08,1.084310802578815469e+01,1.930929185115407565e-01,8.545354074422956310e-04,5.107322962788518907e+02
7.755716740461630252e+03,7.412145066415467909e+02,2.723661481394259454e+01,2.908393777673111025e+00,2.058929185115407634e+01,1.176621759962320084e+03,3.490072533207733727e+02,1.286830740697129816e+08,1.096387050578815447e+01,1.938929185115407516e-01,7.694645925577039448e-04,5.147322962788518907e+02
7.787716740461630252e+03,7.469745066415466681e+02,2.753661481394259170e+01,2.920393777673111479e+00,2.074929185115407648e+01,1.189581759962320120e+03,3.504472533207733704e+02,1.296830740697129667e+08,1.108463298578815426e+01,1.946929185115407468e-01,8.934645925577035979e-04,5.187322962788518907e+02
7.819716740461630252e+03,7.527345066415467727e+02,2.783661481394259596e+01,2.932393777673111490e+00,2.090929185115407662e+01,1.202541759962320157e+03,3.518872533207733682e+02,1.306830740697129816e+08,1.120539546578815582e+01,1.954929185115407697e-01,1.017464592557703901e-03,5.227322962788518907e+02
7.851716740461630252e+03,7.584945066415466499e+02,2.813661481394259312e+01,2.944393777673111501e+00,2.106929185115407677e+01,1.215501759962320193e+03,3.533272533207733659e+02,1.316830740697129667e+08,1.132615794578815560e+01,1.962929185115407649e-01,1.141464592557704097e-03,5.267322962788518907e+02
7.883716740461631161e+03,7.642545066415467545e+02,2.843661481394259738e+01,2.956393777673111511e+00,2.122929185115407691e+01,1.228461759962320230e+03,3.547672533207734205e+02,1.326830740697129667e+08,1.144692042578815538e+01,1.970929185115407600e-01,1.234535407442295760e-03,5.307322962788518907e+02
7.915716740461630252e+03,7.700145066415467454e+02,2.873661481394259809e+01,2.968393777673111522e+00,2.138929185115407705e+01,1.241421759962320266e+03,3.562072533207733613e+02,1.336830740697129667e+08,1.156768290578815694e+01,1.978929185115407552e-01,1.110535407442296216e-03,5.347322962788518907e+02
7.947716740461630252e+03,7.757745066415467363e+02,2.903661481394259525e+01,2.980393777673111533e+00,2.154929185115407719e+01,1.254381759962320075e+03,3.576472533207733591e+02,1.346830740697129965e+08,1.168844538578815495e+01,1.986929185115407503e-01,9.865354074422960206e-04,5.387322962788518907e+02
7.979716740461630252e+03,7.815345066415468409e+02,2.933661481394259596e+01,2.992393777673111543e+00,2.170929185115407734e+01,1.267341759962320111e+03,3.590872533207733568e+02,1.356830740697129965e+08,1.180920786578815473e+01,1.994929185115407733e-01,8.625354074422963676e-04,5.427322962788518907e+02
8.011716740461630252e+03,7.872945066415468318e+02,2.963661481394259667e+01,3.004393777673111110e+00,2.186929185115407748e+01,1.280301759962320148e+03,3.605272533207733545e+02,1.366830740697129965e+08,1.192997034578815629e+01,2.002929185115407407e-01,7.614645925577038588e-04,5.467322962788518907e+02
8.043716740461630252e+03,7.930545066415467090e+02,2.993661481394259738e+01,3.016393777673111565e+00,2.202929185115407407e+01,1.293261759962320184e+03,3.619672533207733522e+02,1.376830740697129667e+08,1.205073282578815608e+01,2.010929185115407636e-01,8.854645925577035118e-04,5.507322962788518907e+02
8.075716740461630252e+03,7.988145066415468136e+02,3.023661481394259454e+01,3.028393777673111575e+00,2.218929185115407421e+01,1.306221759962319993e+03,3.634072533207734068e+02,1.386830740697129667e+08,1.217149530578815586e+01,2.018929185115407587e-01,1.009464592557703707e-03,5.547322962788518907e+02
8.107716740461630252e+03,8.045745066415468045e+02,3.053661481394259525e+01,3.040393777673111586e+00,2.234929185115407790e+01,1.319181759962320029e+03,3.648472533207733477e+02,1.396830740697129965e+08,1.229225778578815564e+01,2.026929185115407539e-01,1.133464592557703902e-03,5.587322962788518907e+02
8.139716740461631161e+03,8.103345066415467954e+02,3.083661481394259596e+01,3.052393777673111597e+00,2.250929185115407449e+01,1.332141759962320066e+03,3.662872533207734023e+02,1.406830740697129667e+08,1.241302026578815543e+01,2.034929185115407768e-01,1.242535407442295955e-03,5.627322962788518907e+02
8.171716740461630252e+03,8.160945066415467863e+02,3.113661481394259312e+01,3.064393777673111607e+00,2.266929185115407819e+01,1.345101759962320102e+03,3.677272533207733431e+02,1.416830740697129965e+08,1.253378274578815521e+01,2.042929185115407442e-01,1.118535407442295760e-03,5.667322962788518907e+02
8.203716740461630252e+03,8.218545066415467772e+02,3.106338518605740617e+01,3.076393777673111618e+00,2.282929185115407478e+01,1.341938240037679861e+03,3.691672533207733977e+02,1.426830740697129965e+08,1.250430477421184605e+01,2.050929185115407671e-01,9.945354074422959982e-04,5.707322962788518907e+02
8.235716740461630252e+03,8.276145066415467682e+02,3.076338518605740546e+01,3.088393777673111629e+00,2.298929185115407847e+01,1.328978240037679825e+03,3.706072533207733954e+02,1.436830740697129965e+08,1.238354229421184627e+01,2.058929185115407623e-01,8.705354074422959115e-04,5.747322962788518907e+02
8.267716740461630252e+03,8.333745066415467591e+02,3.046338518605740475e+01,3.100393777673111639e+00,2.314929185115407506e+01,1.316018240037679789e+03,3.720472533207733932e+02,1.446830740697129965e+08,1.226277981421184649e+01,2.066929185115407852e-01,7.534645925577036643e-04,5.787322962788518907e+02
8.299716740461630252e+03,8.391345066415467500e+02,3.016338518605740759e+01,3.112393777673111650e+00,2.330929185115407876e+01,1.303058240037679980e+03,3.734872533207733341e+02,1.456830740697129965e+08,1.214201733421184670e+01,2.074929185115407526e-01,8.774645925577039679e-04,5.827322962788518907e+02
8.331716740461630252e+03,8.448945066415467409e+02,2.986338518605740688e+01,3.124393777673111217e+00,2.346929185115407535e+01,1.290098240037679943e+03,3.749272533207733886e+02,1.466830740697129667e+08,1.202125485421184692e+01,2.082929185115407478e-01,1.001464592557703513e-03,5.867322962788518907e+02
8.363716740461630252e+03,8.506545066415467318e+02,2.956338518605740262e+01,3.136393777673111671e+00,2.362929185115407904e+01,1.277138240037679680e+03,3.763672533207733863e+02,1.476830740697129965e+08,1.190049237421184536e+01,2.090929185115407707e-01,1.125464592557703924e-03,5.907322962788518907e+02
8.395716740461630252e+03,8.564145066415467227e+02,2.926338518605740902e+01,3.148393777673111682e+00,2.378929185115407563e+01,1.264178240037680098e+03,3.778072533207733841e+02,1.486830740697129667e+08,1.177972989421184735e+01,2.098929185115407658e-01,1.249464592557702385e-03,5.947322962788518907e+02
8.427716740461630252e+03,8.621745066415467136e+02,2.896338518605740475e+01,3.160393777673111249e+00,2.394929185115407932e+01,1.251218240037679834e+03,3.792472533207733250e+02,1.496830740697129965e+08,1.165896741421184579e+01,2.106929185115407610e-01,1.126535407442297038e-03,5.987322962788518907e+02
8.459716740461630252e+03,8.679345066415467045e+02,2.866338518605740404e+01,3.172393777673111259e+00,2.410929185115407591e+01,1.238258240037679798e+03,3.806872533207733795e+02,1.506830740697129667e+08,1.153820493421184423e+01,2.114929185115407562e-01,1.002535407442295759e-03,6.027322962788518907e+02
8.491716740461630252e+03,8.736945066415468091e+02,2.836338518605740688e+01,3.184393777673111714e+00,2.426929185115407961e+01,1.225298240037679989e+03,3.821272533207733773e+02,1.516830740697129965e+08,1.141744245421184800e+01,2.122929185115407513e-01,8.785354074422965396e-04,6.067322962788518907e+02
8.523716740461630252e+03,8.794545066415468000e+02,2.806338518605740262e+01,3.196393777673111725e+00,2.442929185115407620e+01,1.212338240037679952e+03,3.835672533207733750e+02,1.526830740697129965e+08,1.129667997421184467e+01,2.130929185115407742e-01,7.545354074422949350e-04,6.107322962788518907e+02
8.555716740461630252e+03,8.852145066415467909e+02,2.776338518605740546e+01,3.208393777673111291e+00,2.458929185115407989e+01,1.199378240037679916e+03,3.850072533207733727e+02,1.536830740697129965e+08,1.117591749421184488e+01,2.138929185115407416e-01,8.694645925577038819e-04,6.147322962788518907e+02
8.587716740461630252e+03,8.909745066415466681e+02,2.746338518605740830e+01,3.220393777673111302e+00,2.474929185115407293e+01,1.186418240037679880e+03,3.864472533207733704e+02,1.546830740697129667e+08,1.105515501421184688e+01,2.146929185115407646e-01,9.934645925577041854e-04,6.187322962788518907e+02
8.619716740461630252e+03,8.967345066415466590e+02,2.716338518605740404e+01,3.232393777673111757e+00,2.490929185115407662e+01,1.173458240037679843e+03,3.878872533207733682e+02,1.556830740697129667e+08,1.093439253421184532e+01,2.154929185115407597e-01,1.117464592557704164e-03,6.227322962788518907e+02
8.651716740461630252e+03,8.975054933584533501e+02,2.686338518605739978e+01,3.244393777673111767e+00,2.493070814884592679e+01,1.160498240037679807e+03,3.893272533207733659e+02,1.558169259302870333e+08,1.081363005421184553e+01,2.162929185115407549e-01,1.241464592557704576e-03,6.232677037211481093e+02
8.683716740461630252e+03,8.917454933584532455e+02,2.656338518605740617e+01,3.256393777673111778e+00,2.477070814884592309e+01,1.147538240037679998e+03,3.907672533207734205e+02,1.548169259302870035e+08,1.069286757421184575e+01,2.170929185115407778e-01,1.134535407442296582e-03,6.192677037211481093e+02
8.715716740461630252e+03,8.859854933584533683e+02,2.626338518605740546e+01,3.268393777673111344e+00,2.461070814884592650e+01,1.134578240037679734e+03,3.922072533207733613e+02,1.538169259302870333e+08,1.057210509421184597e+01,2.178929185115407452e-01,1.010535407442296387e-03,6.152677037211481093e+02
8.747716740461630252e+03,8.802254933584532637e+02,2.596338518605740120e+01,3.280393777673111799e+00,2.445070814884592281e+01,1.121618240037679698e+03,3.936472533207734159e+02,1.528169259302870035e+08,1.045134261421184441e+01,2.186929185115407681e-01,8.865354074422960836e-04,6.112677037211481093e+02
8.779716740461630252e+03,8.744654933584531591e+02,2.566338518605740404e+01,3.292393777673111366e+00,2.429070814884592266e+01,1.108658240037679889e+03,3.950872533207733568e+02,1.518169259302870035e+08,1.033058013421184640e+01,2.194929185115407633e-01,7.625354074422958884e-04,6.072677037211481093e+02
8.811716740461630252e+03,8.687054933584533956e+02,2.536338518605740333e+01,3.304393777673110932e+00,2.413070814884592608e+01,1.095698240037679852e+03,3.965272533207733545e+02,1.508169259302870333e+08,1.020981765421184484e+01,2.202929185115407584e-01,8.614645925577031453e-04,6.032677037211481093e+02
8.843716740461630252e+03,8.629454933584532910e+02,2.506338518605740262e+01,3.316393777673111387e+00,2.397070814884592593e+01,1.082738240037679589e+03,3.979672533207733522e+02,1.498169259302870333e+08,1.008905517421184328e+01,2.210929185115407536e-01,9.854645925577033404e-04,5.992677037211481093e+02
8.875716740461630252e+03,8.571854933584533001e+02,2.476338518605740546e+01,3.328393777673111398e+00,2.381070814884592579e+01,1.069778240037680007e+03,3.994072533207734068e+02,1.488169259302870333e+08,9.968292694211845273e+00,2.218929185115407487e-01,1.109464592557703536e-03,5.952677037211481093e+02
8.907716740461630252e+03,8.514254933584531955e+02,2.446338518605740830e+01,3.340393777673111408e+00,2.365070814884592210e+01,1.056818240037680198e+03,4.008472533207733477e+02,1.478169259302870035e+08,9.847530214211847266e+00,2.226929185115407717e-01,1.233464592557703948e-03,5.912677037211481093e+02
8.939716740461630252e+03,8.456654933584532046e+02,2.416338518605740759e+01,3.352393777673111863e+00,2.349070814884592195e+01,1.043858240037679934e+03,4.022872533207734023e+02,1.468169259302870035e+08,9.726767734211847483e+00,2.234929185115407946e-01,1.142535407442296126e-03,5.872677037211481093e+02
8.971716740461630252e+03,8.399054933584534410e+02,2.386338518605740333e+01,3.364393777673111430e+00,2.333070814884592892e+01,1.030898240037679898e+03,4.037272533207733431e+02,1.458169259302870333e+08,9.606005254211845923e+00,2.242929185115407620e-01,1.018535407442297015e-03,5.832677037211481093e+02
9.003716740461630252e+03,8.341454933584532228e+02,2.356338518605740262e+01,3.376393777673111440e+00,2.317070814884592522e+01,1.017938240037679748e+03,4.051672533207733977e+02,1.448169259302870333e+08,9.485242774211844363e+00,2.250929185115407571e-01,8.945354074422956275e-04,5.792677037211481093e+02
9.035716740461630252e+03,8.283854933584532318e+02,2.326338518605739836e+01,3.388393777673111451e+00,2.301070814884592153e+01,1.004978240037679598e+03,4.066072533207733386e+02,1.438169259302870035e+08,9.364480294211842804e+00,2.258929185115407523e-01,7.705354074422954324e-04,5.752677037211481093e+02
9.067716740461630252e+03,8.226254933584532409e+02,2.296338518605740475e+01,3.400393777673111906e+00,2.285070814884592139e+01,9.920182400376799023e+02,4.080472533207733932e+02,1.428169259302870035e+08,9.243717814211844797e+00,2.266929185115407752e-01,8.534645925577047940e-04,5.712677037211481093e+02
9.099716740461630252e+03,8.168654933584533637e+02,2.266338518605740049e+01,3.412393777673111472e+00,2.269070814884592835e+01,9.790582400376797523e+02,4.094872533207733909e+02,1.418169259302870333e+08,9.122955334211845013e+00,2.274929185115407704e-01,9.774645925577037965e-04,5.672677037211481093e+02
9.131716740461630252e+03,8.111054933584532591e+02,2.236338518605739978e+01,3.424393777673111483e+00,2.253070814884592465e+01,9.660982400376796022e+02,4.109272533207733886e+02,1.408169259302870333e+08,9.002192854211843454e+00,2.282929185115407655e-01,1.101464592557703992e-03,5.632677037211481093e+02
9.163716740461630252e+03,8.053454933584532682e+02,2.206338518605740262e+01,3.436393777673111494e+00,2.237070814884592451e+01,9.531382400376797932e+02,4.123672533207733863e+02,1.398169259302870333e+08,8.881430374211845447e+00,2.290929185115407607e-01,1.225464592557704187e-03,5.592677037211481093e+02
9.195716740461630252e+03,7.995854933584532773e+02,2.176338518605740902e+01,3.448393777673111948e+00,2.221070814884592437e+01,9.401782400376800979e+02,4.138072533207733841e+02,1.388169259302870035e+08,8.760667894211847440e+00,2.298929185115407836e-01,1.150535407442295453e-03,5.552677037211481093e+02
9.227716740461630252e+03,7.938254933584531727e+02,2.146338518605740475e+01,3.460393777673111515e+00,2.205070814884592068e+01,9.272182400376799478e+02,4.152472533207734386e+02,1.378169259302870035e+08,8.639905414211845880e+00,2.306929185115407788e-01,1.026535407442295475e-03,5.512677037211479956e+02
9.259716740461630252e+03,7.880654933584532955e+02,2.116338518605740404e+01,3.472393777673111526e+00,2.189070814884592409e+01,9.142582400376797978e+02,4.166872533207733795e+02,1.368169259302870333e+08,8.519142934211844320e+00,2.314929185115407739e-01,9.025354074422963641e-04,5.472677037211481093e+02
9.291716740461630252e+03,7.823054933584531909e+02,2.086338518605740688e+01,3.484393777673111536e+00,2.173070814884592394e+01,9.012982400376799887e+02,4.181272533207733773e+02,1.358169259302870035e+08,8.398380454211846313e+00,2.322929185115407691e-01,7.785354074422961689e-04,5.432677037211481093e+02
9.323716740461630252e+03,7.765454933584532000e+02,2.056338518605740262e+01,3.496393777673111547e+00,2.157070814884592380e+01,8.883382400376798387e+02,4.195672533207733750e+02,1.348169259302870035e+08,8.277617974211844754e+00,2.330929185115407642e-01,8.454645925577040574e-04,5.392677037211481093e+02
9.355716740461630252e+03,7.707854933584533228e+02,2.026338518605740191e+01,3.508393777673111114e+00,2.141070814884592721e+01,8.753782400376798023e+02,4.210072533207733159e+02,1.338169259302870333e+08,8.156855494211843194e+00,2.338929185115407594e-01,9.694645925577042526e-04,5.352677037211481093e+02
9.387716740461630252e+03,7.650254933584533319e+02,1.996338518605740830e+01,3.520393777673111124e+00,2.125070814884592352e+01,8.624182400376799933e+02,4.224472533207733704e+02,1.328169259302870333e+08,8.036093014211846963e+00,2.346929185115407546e-01,1.093464592557703364e-03,5.312677037211481093e+02
9.419716740461630252e+03,7.592654933584532273e+02,1.966338518605740404e+01,3.532393777673111579e+00,2.109070814884592338e+01,8.494582400376798432e+02,4.238872533207734250e+02,1.318169259302870333e+08,7.915330534211844515e+00,2.354929185115407775e-01,1.217464592557703559e-03,5.272677037211481093e+02
9.451716740461630252e+03,7.535054933584532364e+02,1.936338518605739978e+01,3.544393777673111590e+00,2.093070814884592323e+01,8.364982400376796932e+02,4.253272533207733659e+02,1.308169259302870035e+08,7.794568054211843844e+00,2.362929185115407726e-01,1.158535407442296298e-03,5.232677037211481093e+02
9.483716740461630252e+03,7.477454933584531318e+02,1.906338518605740617e+01,3.556393777673111600e+00,2.077070814884591954e+01,8.235382400376799978e+02,4.267672533207734205e+02,1.298169259302870035e+08,7.673805574211845837e+00,2.370929185115407678e-01,1.034535407442296103e-03,5.192677037211479956e+02
9.515716740461630252e+03,7.419854933584533683e+02,1.876338518605744099e+01,3.568393777673111167e+00,2.061070814884592650e+01,8.105782400376815531e+02,4.282072533207733613e+02,1.288169259302870333e+08,7.553043094211860264e+00,2.378929185115407630e-01,9.105354074422959080e-04,5.152677037211481093e+02
9.547716740461630252e+03,7.362254933584532637e+02,1.903661481394259525e+01,3.580393777673111622e+00,2.045070814884592636e+01,8.223817599623200749e+02,4.296472533207734159e+02,1.278169259302870333e+08,7.663029385788154180e+00,2.386929185115407581e-01,7.865354074422967971e-04,5.112677037211481093e+02
9.579716740461630252e+03,7.304654933584531591e+02,1.933661481394259241e+01,3.592393777673111632e+00,2.029070814884592266e+01,8.353417599623199976e+02,4.310872533207733568e+02,1.268169259302870184e+08,7.783791865788153963e+00,2.394929185115407810e-01,8.374645925577034293e-04,5.072677037211481093e+02
9.611716740461630252e+03,7.247054933584533956e+02,1.963661481394259667e+01,3.604393777673111199e+00,2.013070814884592608e+01,8.483017599623201477e+02,4.325272533207733545e+02,1.258169259302870482e+08,7.904554345788154635e+00,2.402929185115407484e-01,9.614645925577036244e-04,5.032677037211481661e+02
9.643716740461630252e+03,7.189454933584532910e+02,1.993661481394259738e+01,3.616393777673111209e+00,1.997070814884592593e+01,8.612617599623202977e+02,4.339672533207733522e+02,1.248169259302870333e+08,8.025316825788156194e+00,2.410929185115407436e-01,1.085464592557703820e-03,4.992677037211481093e+02
9.675716740461630252e+03,7.131854933584533001e+02,2.023661481394259454e+01,3.628393777673111220e+00,1.981070814884592579e+01,8.742217599623201068e+02,4.354072533207733500e+02,1.238169259302870333e+08,8.146079305788154201e+00,2.418929185115407665e-01,1.209464592557705316e-03,4.952677037211481093e+02
9.707716740461630252e+03,7.074254933584531955e+02,2.053661481394259880e+01,3.640393777673111675e+00,1.965070814884592210e+01,8.871817599623201431e+02,4.368472533207734045e+02,1.228169259302870184e+08,8.266841785788155761e+00,2.426929185115407894e-01,1.166535407442295842e-03,4.912677037211480524e+02
9.739716740461630252e+03,7.016654933584532046e+02,2.083661481394259951e+01,3.652393777673111686e+00,1.949070814884592195e+01,9.001417599623202932e+02,4.382872533207734023e+02,1.218169259302870035e+08,8.387604265788155544e+00,2.434929185115407846e-01,1.042535407442296731e-03,4.872677037211480524e+02
9.771716740461630252e+03,6.959054933584531000e+02,2.113661481394259312e+01,3.664393777673111696e+00,1.933070814884592181e+01,9.131017599623201022e+02,4.397272533207734000e+02,1.208169259302870035e+08,8.508366745788153551e+00,2.442929185115407797e-01,9.185354074422954519e-04,4.832677037211479956e+02
9.803716740461630252e+03,6.901454933584532228e+02,2.143661481394259738e+01,3.676393777673111263e+00,1.917070814884592522e+01,9.260617599623201386e+02,4.411672533207733977e+02,1.198169259302870333e+08,8.629129225788155111e+00,2.450929185115407472e-01,7.945354074422940642e-04,4.792677037211481093e+02
